UNIQUE_CARRIER, Description, QUARTER,Sum(CURR_LIABILITIES),Year
B6,JetBlue Airways,4,3748208.0,2022
C5,CommuteAir LLC dba CommuteAir,1,72311.0,2022
C5,CommuteAir LLC dba CommuteAir,2,61528.0,2022
C5,CommuteAir LLC dba CommuteAir,3,60094.0,2022
C5,CommuteAir LLC dba CommuteAir,4,35418.0,2022
DL,Delta Air Lines Inc.,1,24049753.0,2022
DL,Delta Air Lines Inc.,2,26312770.0,2022
DL,Delta Air Lines Inc.,3,25881447.0,2022
DL,Delta Air Lines Inc.,4,25986567.0,2022
F9,Frontier Airlines Inc.,1,1461447.0,2022
F9,Frontier Airlines Inc.,2,1558691.0,2022
F9,Frontier Airlines Inc.,3,1476149.0,2022
F9,Frontier Airlines Inc.,4,1578912.0,2022
FX,Federal Express Corporation,1,8063400.0,2022
FX,Federal Express Corporation,2,8083525.0,2022
FX,Federal Express Corporation,3,7066384.0,2022
FX,Federal Express Corporation,4,7897829.0,2022
G4,Allegiant Air,1,854671.0,2022
G4,Allegiant Air,2,879945.0,2022
G4,Allegiant Air,3,838831.0,2022
G4,Allegiant Air,4,830196.0,2022
G7,GoJet Airlines LLC d/b/a United Express,1,56073.0,2022
G7,GoJet Airlines LLC d/b/a United Express,2,57478.0,2022
G7,GoJet Airlines LLC d/b/a United Express,3,35828.0,2022
G7,GoJet Airlines LLC d/b/a United Express,4,38777.0,2022
GFQ,Gulf And Caribbean Cargo,1,24989.0,2022
GFQ,Gulf And Caribbean Cargo,2,19124.0,2022
GFQ,Gulf And Caribbean Cargo,3,18970.0,2022
GFQ,Gulf And Caribbean Cargo,4,22282.0,2022
HA,Hawaiian Airlines Inc.,1,1205677.0,2022
HA,Hawaiian Airlines Inc.,2,1239042.0,2022
HA,Hawaiian Airlines Inc.,3,1158881.0,2022
HA,Hawaiian Airlines Inc.,4,1107329.0,2022
KAQ,Kalitta Air LLC,1,192113.0,2022
KAQ,Kalitta Air LLC,2,187924.0,2022
KAQ,Kalitta Air LLC,3,172003.0,2022
KAQ,Kalitta Air LLC,4,191164.0,2022
KD,Western Global,1,104307.0,2022
KD,Western Global,2,149102.0,2022
KD,Western Global,3,144591.0,2022
KD,Western Global,4,180195.0,2022
KH,Aloha Air Cargo,1,-69149.0,2022
KH,Aloha Air Cargo,2,-88067.0,2022
KH,Aloha Air Cargo,3,-67796.0,2022
KH,Aloha Air Cargo,4,-81996.0,2022
L2,Lynden Air Cargo Airlines,1,12226.0,2022
L2,Lynden Air Cargo Airlines,2,14417.0,2022
L2,Lynden Air Cargo Airlines,3,13352.0,2022
L2,Lynden Air Cargo Airlines,4,11326.0,2022
M6,Amerijet International,1,222766.0,2022
M6,Amerijet International,2,231901.0,2022
M6,Amerijet International,3,226257.0,2022
M6,Amerijet International,4,230875.0,2022
MQ,Envoy Air,1,235662.0,2022
MQ,Envoy Air,2,226397.0,2022
MQ,Envoy Air,3,223726.0,2022
MQ,Envoy Air,4,240338.0,2022
MX,Breeze Aviation Group DBA  Breeze,1,92371.0,2022
MX,Breeze Aviation Group DBA  Breeze,2,124487.0,2022
MX,Breeze Aviation Group DBA  Breeze,3,142243.0,2022
MX,Breeze Aviation Group DBA  Breeze,4,137644.0,2022
N8,National Air Cargo Group Inc d/ba National Airlines,1,6775.0,2022
N8,National Air Cargo Group Inc d/ba National Airlines,2,7392.0,2022
N8,National Air Cargo Group Inc d/ba National Airlines,3,6507.0,2022
N8,National Air Cargo Group Inc d/ba National Airlines,4,15696.0,2022
NC,Northern Air Cargo Inc.,1,135162.0,2022
NC,Northern Air Cargo Inc.,2,9093.0,2022
NC,Northern Air Cargo Inc.,3,-80626.0,2022
NC,Northern Air Cargo Inc.,4,-70821.0,2022
NK,Spirit Air Lines,1,1611275.0,2022
NK,Spirit Air Lines,2,1737132.0,2022
NK,Spirit Air Lines,3,1668531.0,2022
NK,Spirit Air Lines,4,1596581.0,2022
OH,PSA Airlines Inc.,1,493974.0,2022
OH,PSA Airlines Inc.,2,510881.0,2022
OH,PSA Airlines Inc.,3,531263.0,2022
OH,PSA Airlines Inc.,4,550517.0,2022
OO,SkyWest Airlines Inc.,1,1156039.0,2022
OO,SkyWest Airlines Inc.,2,1205058.0,2022
OO,SkyWest Airlines Inc.,3,1162695.0,2022
OO,SkyWest Airlines Inc.,4,1165400.0,2022
PFQ,Asia Pacific,1,32787.0,2022
PFQ,Asia Pacific,2,32504.0,2022
PFQ,Asia Pacific,3,33658.0,2022
PFQ,Asia Pacific,4,32579.0,2022
PO,Polar Air Cargo Airways,1,221427.0,2022
PO,Polar Air Cargo Airways,2,226798.0,2022
PO,Polar Air Cargo Airways,3,201923.0,2022
PO,Polar Air Cargo Airways,4,195760.0,2022
PT,Piedmont Airlines,1,151827.0,2022
PT,Piedmont Airlines,2,130518.0,2022
PT,Piedmont Airlines,3,127661.0,2022
PT,Piedmont Airlines,4,130805.0,2022
QX,Horizon Air,1,306063.0,2022
QX,Horizon Air,2,323532.0,2022
QX,Horizon Air,3,354545.0,2022
QX,Horizon Air,4,442469.0,2022
SY,Sun Country Airlines d/b/a MN Airlines,1,301477.0,2022
SY,Sun Country Airlines d/b/a MN Airlines,2,331361.0,2022
SY,Sun Country Airlines d/b/a MN Airlines,3,320690.0,2022
SY,Sun Country Airlines d/b/a MN Airlines,4,377130.0,2022
U7,USA Jet Airlines Inc.,1,6266.0,2022
U7,USA Jet Airlines Inc.,2,7822.0,2022
U7,USA Jet Airlines Inc.,3,7641.0,2022
U7,USA Jet Airlines Inc.,4,8878.0,2022
UA,United Air Lines Inc.,1,21790471.0,2022
UA,United Air Lines Inc.,2,23446122.0,2022
UA,United Air Lines Inc.,3,21992107.0,2022
UA,United Air Lines Inc.,4,19994464.0,2022
WI,Sky Lease Cargo,1,46395.0,2022
WI,Sky Lease Cargo,2,25693.0,2022
WI,Sky Lease Cargo,3,22713.0,2022
WI,Sky Lease Cargo,4,20633.0,2022
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,10621.0,2022
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",2,10761.0,2022
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",3,,2022
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",4,,2022
WN,Southwest Airlines Co.,1,10068685.0,2022
WN,Southwest Airlines Co.,2,11711034.0,2022
WN,Southwest Airlines Co.,3,10415813.0,2022
WN,Southwest Airlines Co.,4,10378437.0,2022
X9,Omni Air International LLC,1,183983.0,2022
X9,Omni Air International LLC,2,183770.0,2022
X9,Omni Air International LLC,3,183511.0,2022
X9,Omni Air International LLC,4,181117.0,2022
YV,Mesa Airlines Inc.,1,86389.0,2022
YV,Mesa Airlines Inc.,2,76435.0,2022
YV,Mesa Airlines Inc.,3,46736.0,2022
YV,Mesa Airlines Inc.,4,-3424.0,2022
YX,Republic Airline,1,415376.0,2022
YX,Republic Airline,2,406851.0,2022
YX,Republic Airline,3,410498.0,2022
YX,Republic Airline,4,422864.0,2022
ZW,Air Wisconsin Airlines Corp,1,88032.0,2022
ZW,Air Wisconsin Airlines Corp,2,80904.0,2022
ZW,Air Wisconsin Airlines Corp,3,68617.0,2022
ZW,Air Wisconsin Airlines Corp,4,60996.0,2022
All Rows,All Rows (including those not displayed),1,107319658.0,2022
All Rows,All Rows (including those not displayed),2,114470207.0,2022
All Rows,All Rows (including those not displayed),3,109693435.0,2022
All Rows,All Rows (including those not displayed),4,107292807.0,2022
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1,135099.0,2023
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,144622.0,2023
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",3,177268.0,2023
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",4,235366.0,2023
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,27905.0,2023
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",2,28784.0,2023
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",3,27305.0,2023
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",4,27944.0,2023
1TQ,Rhoades Aviation dba Transair,1,151.0,2023
1TQ,Rhoades Aviation dba Transair,2,,2023
1TQ,Rhoades Aviation dba Transair,3,,2023
1TQ,Rhoades Aviation dba Transair,4,,2023
27Q,"Jet Aviation Flight Services, Inc.",1,-3167.0,2023
27Q,"Jet Aviation Flight Services, Inc.",2,-14232.0,2023
27Q,"Jet Aviation Flight Services, Inc.",3,-7354.0,2023
27Q,"Jet Aviation Flight Services, Inc.",4,-10995.0,2023
2PQ,21 Air LLC,1,18635.0,2023
2PQ,21 Air LLC,2,16060.0,2023
2PQ,21 Air LLC,3,16595.0,2023
2PQ,21 Air LLC,4,15587.0,2023
37Q,"Eastern Air Express, LLC (EAX)",1,5122.0,2023
37Q,"Eastern Air Express, LLC (EAX)",2,4114.0,2023
37Q,"Eastern Air Express, LLC (EAX)",3,2902.0,2023
37Q,"Eastern Air Express, LLC (EAX)",4,4337.0,2023
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",1,10417.0,2023
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",2,13911.0,2023
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3,14272.0,2023
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",4,14989.0,2023
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",1,22299.0,2023
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",2,411318.0,2023
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3,486436.0,2023
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",4,562565.0,2023
3M,Silver Airways,1,44946.0,2023
3M,Silver Airways,2,48507.0,2023
3M,Silver Airways,3,53075.0,2023
3M,Silver Airways,4,45707.0,2023
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,6090.0,2023
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,2,4682.0,2023
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3,4375.0,2023
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,4,3170.0,2023
5X,United Parcel Service,1,998505.0,2023
5X,United Parcel Service,2,959074.0,2023
5X,United Parcel Service,3,970212.0,2023
5X,United Parcel Service,4,866063.0,2023
5Y,Atlas Air Inc.,1,703865.0,2023
5Y,Atlas Air Inc.,2,709247.0,2023
5Y,Atlas Air Inc.,3,898216.0,2023
5Y,Atlas Air Inc.,4,873460.0,2023
8C,Air Transport International,1,64210.0,2023
8C,Air Transport International,2,67248.0,2023
8C,Air Transport International,3,76018.0,2023
8C,Air Transport International,4,65393.0,2023
9E,Endeavor Air Inc.,1,208282.0,2023
9E,Endeavor Air Inc.,2,216868.0,2023
9E,Endeavor Air Inc.,3,210852.0,2023
9E,Endeavor Air Inc.,4,225200.0,2023
AA,American Airlines Inc.,1,24192275.0,2023
AA,American Airlines Inc.,2,23900070.0,2023
AA,American Airlines Inc.,3,23947858.0,2023
AA,American Airlines Inc.,4,21617418.0,2023
ABX,ABX Air Inc,1,35858.0,2023
ABX,ABX Air Inc,2,35004.0,2023
ABX,ABX Air Inc,3,35105.0,2023
ABX,ABX Air Inc,4,34129.0,2023
AS,Alaska Airlines Inc.,1,6489884.0,2023
AS,Alaska Airlines Inc.,2,6817297.0,2023
AS,Alaska Airlines Inc.,3,6630612.0,2023
AS,Alaska Airlines Inc.,4,6070994.0,2023
B6,JetBlue Airways,1,4009637.0,2023
B6,JetBlue Airways,2,3889561.0,2023
B6,JetBlue Airways,3,3723155.0,2023
B6,JetBlue Airways,4,3628485.0,2023
C5,CommuteAir LLC dba CommuteAir,1,34254.0,2023
C5,CommuteAir LLC dba CommuteAir,2,34412.0,2023
C5,CommuteAir LLC dba CommuteAir,3,33508.0,2023
C5,CommuteAir LLC dba CommuteAir,4,34297.0,2023
DL,Delta Air Lines Inc.,1,28488024.0,2023
DL,Delta Air Lines Inc.,2,28572614.0,2023
DL,Delta Air Lines Inc.,3,27593196.0,2023
DL,Delta Air Lines Inc.,4,26466431.0,2023
F9,Frontier Airlines Inc.,1,1698726.0,2023
F9,Frontier Airlines Inc.,2,1664069.0,2023
F9,Frontier Airlines Inc.,3,1707749.0,2023
F9,Frontier Airlines Inc.,4,1677403.0,2023
FX,Federal Express Corporation,1,7589045.0,2023
FX,Federal Express Corporation,2,8404977.0,2023
FX,Federal Express Corporation,3,9154908.0,2023
FX,Federal Express Corporation,4,10058089.0,2023
G4,Allegiant Air,1,1054595.0,2023
G4,Allegiant Air,2,1006777.0,2023
G4,Allegiant Air,3,978501.0,2023
G4,Allegiant Air,4,1139052.0,2023
G7,GoJet Airlines LLC d/b/a United Express,1,40077.0,2023
G7,GoJet Airlines LLC d/b/a United Express,2,40902.0,2023
G7,GoJet Airlines LLC d/b/a United Express,3,36929.0,2023
G7,GoJet Airlines LLC d/b/a United Express,4,81967.0,2023
GCA,"Global Crossing Airlines, Inc.",1,34137.0,2023
GCA,"Global Crossing Airlines, Inc.",2,47655.0,2023
GCA,"Global Crossing Airlines, Inc.",3,42714.0,2023
GCA,"Global Crossing Airlines, Inc.",4,53027.0,2023
GFQ,Gulf And Caribbean Cargo,1,28346.0,2023
GFQ,Gulf And Caribbean Cargo,2,14808.0,2023
GFQ,Gulf And Caribbean Cargo,3,15451.0,2023
GFQ,Gulf And Caribbean Cargo,4,14643.0,2023
HA,Hawaiian Airlines Inc.,1,1273682.0,2023
HA,Hawaiian Airlines Inc.,2,1284563.0,2023
HA,Hawaiian Airlines Inc.,3,1200115.0,2023
HA,Hawaiian Airlines Inc.,4,1134720.0,2023
KAQ,Kalitta Air LLC,1,177996.0,2023
KAQ,Kalitta Air LLC,2,187091.0,2023
KAQ,Kalitta Air LLC,3,184582.0,2023
KAQ,Kalitta Air LLC,4,168963.0,2023
KD,Western Global,1,203866.0,2023
KD,Western Global,2,169674.0,2023
KD,Western Global,3,202470.0,2023
KD,Western Global,4,38095.0,2023
KH,Aloha Air Cargo,1,-106576.0,2023
KH,Aloha Air Cargo,2,-129949.0,2023
KH,Aloha Air Cargo,3,-144537.0,2023
KH,Aloha Air Cargo,4,-159499.0,2023
KLQ,Kalitta Charters II,1,7417.0,2023
KLQ,Kalitta Charters II,2,,2023
KLQ,Kalitta Charters II,3,8786.0,2023
KLQ,Kalitta Charters II,4,7206.0,2023
L2,Lynden Air Cargo Airlines,1,11654.0,2023
L2,Lynden Air Cargo Airlines,2,14477.0,2023
L2,Lynden Air Cargo Airlines,3,11485.0,2023
L2,Lynden Air Cargo Airlines,4,10817.0,2023
M6,Amerijet International,1,208780.0,2023
M6,Amerijet International,2,143010.0,2023
M6,Amerijet International,3,162186.0,2023
M6,Amerijet International,4,123897.0,2023
MQ,Envoy Air,1,237149.0,2023
MQ,Envoy Air,2,226999.0,2023
MQ,Envoy Air,3,255089.0,2023
MQ,Envoy Air,4,250468.0,2023
MX,Breeze Aviation Group DBA  Breeze,1,174157.0,2023
MX,Breeze Aviation Group DBA  Breeze,2,184521.0,2023
MX,Breeze Aviation Group DBA  Breeze,3,215117.0,2023
MX,Breeze Aviation Group DBA  Breeze,4,236327.0,2023
N8,National Air Cargo Group Inc d/ba National Airlines,1,11548.0,2023
N8,National Air Cargo Group Inc d/ba National Airlines,2,7735.0,2023
N8,National Air Cargo Group Inc d/ba National Airlines,3,14599.0,2023
N8,National Air Cargo Group Inc d/ba National Airlines,4,7096.0,2023
NC,Northern Air Cargo Inc.,1,-74192.0,2023
NC,Northern Air Cargo Inc.,2,-70734.0,2023
NC,Northern Air Cargo Inc.,3,-65945.0,2023
NC,Northern Air Cargo Inc.,4,-71461.0,2023
NK,Spirit Air Lines,1,1752610.0,2023
NK,Spirit Air Lines,2,1685962.0,2023
NK,Spirit Air Lines,3,1600799.0,2023
NK,Spirit Air Lines,4,1671592.0,2023
OH,PSA Airlines Inc.,1,568121.0,2023
OH,PSA Airlines Inc.,2,580255.0,2023
OH,PSA Airlines Inc.,3,578465.0,2023
OH,PSA Airlines Inc.,4,607345.0,2023
OO,SkyWest Airlines Inc.,1,1134188.0,2023
OO,SkyWest Airlines Inc.,2,1147906.0,2023
OO,SkyWest Airlines Inc.,3,1184771.0,2023
OO,SkyWest Airlines Inc.,4,1231489.0,2023
PFQ,Asia Pacific,1,27889.0,2023
PFQ,Asia Pacific,2,26400.0,2023
PFQ,Asia Pacific,3,28588.0,2023
PFQ,Asia Pacific,4,27229.0,2023
PO,Polar Air Cargo Airways,1,170778.0,2023
PO,Polar Air Cargo Airways,2,204066.0,2023
PO,Polar Air Cargo Airways,3,199553.0,2023
PO,Polar Air Cargo Airways,4,171327.0,2023
PT,Piedmont Airlines,1,124662.0,2023
PT,Piedmont Airlines,2,115931.0,2023
PT,Piedmont Airlines,3,114388.0,2023
PT,Piedmont Airlines,4,98373.0,2023
QX,Horizon Air,1,474237.0,2023
QX,Horizon Air,2,472432.0,2023
QX,Horizon Air,3,391117.0,2023
QX,Horizon Air,4,346209.0,2023
SY,Sun Country Airlines d/b/a MN Airlines,1,366368.0,2023
SY,Sun Country Airlines d/b/a MN Airlines,2,383255.0,2023
SY,Sun Country Airlines d/b/a MN Airlines,3,370875.0,2023
SY,Sun Country Airlines d/b/a MN Airlines,4,418583.0,2023
U7,USA Jet Airlines Inc.,1,8581.0,2023
U7,USA Jet Airlines Inc.,2,7008.0,2023
U7,USA Jet Airlines Inc.,3,3896.0,2023
U7,USA Jet Airlines Inc.,4,5623.0,2023
UA,United Air Lines Inc.,1,23637623.0,2023
UA,United Air Lines Inc.,2,25577520.0,2023
UA,United Air Lines Inc.,3,24758276.0,2023
UA,United Air Lines Inc.,4,22204921.0,2023
WI,Sky Lease Cargo,1,25825.0,2023
WI,Sky Lease Cargo,2,30329.0,2023
WI,Sky Lease Cargo,3,32837.0,2023
WI,Sky Lease Cargo,4,35453.0,2023
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,14899.0,2023
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",2,17047.0,2023
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",3,18489.0,2023
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",4,19179.0,2023
WN,Southwest Airlines Co.,1,11329123.0,2023
WN,Southwest Airlines Co.,2,11727893.0,2023
WN,Southwest Airlines Co.,3,12111704.0,2023
WN,Southwest Airlines Co.,4,12256257.0,2023
X9,Omni Air International LLC,1,185403.0,2023
X9,Omni Air International LLC,2,223713.0,2023
X9,Omni Air International LLC,3,233775.0,2023
X9,Omni Air International LLC,4,250144.0,2023
XP,TEM Enterprises dba  Avelo Airlines,1,145327.0,2023
XP,TEM Enterprises dba  Avelo Airlines,2,134818.0,2023
XP,TEM Enterprises dba  Avelo Airlines,3,140834.0,2023
XP,TEM Enterprises dba  Avelo Airlines,4,151711.0,2023
YV,Mesa Airlines Inc.,1,78798.0,2023
YV,Mesa Airlines Inc.,2,58494.0,2023
YV,Mesa Airlines Inc.,3,104765.0,2023
YV,Mesa Airlines Inc.,4,102768.0,2023
YX,Republic Airline,1,437235.0,2023
YX,Republic Airline,2,436119.0,2023
YX,Republic Airline,3,424204.0,2023
YX,Republic Airline,4,445504.0,2023
ZW,Air Wisconsin Airlines Corp,1,56499.0,2023
ZW,Air Wisconsin Airlines Corp,2,43941.0,2023
ZW,Air Wisconsin Airlines Corp,3,83808.0,2023
ZW,Air Wisconsin Airlines Corp,4,,2023
All Rows,All Rows (including those not displayed),1,118600864.0,2023
All Rows,All Rows (including those not displayed),2,121928824.0,2023
All Rows,All Rows (including those not displayed),3,121254947.0,2023
All Rows,All Rows (including those not displayed),4,115595058.0,2023
