UNIQUE_CARRIER, Description, QUARTER,Sum(CURR_ASSETS),Year
C5,CommuteAir LLC dba CommuteAir,1,76024.0,2022
C5,CommuteAir LLC dba CommuteAir,2,58430.0,2022
C5,CommuteAir LLC dba CommuteAir,3,59817.0,2022
C5,CommuteAir LLC dba CommuteAir,4,66488.0,2022
DL,Delta Air Lines Inc.,1,15698658.0,2022
DL,Delta Air Lines Inc.,2,17268623.0,2022
DL,Delta Air Lines Inc.,3,14734944.0,2022
DL,Delta Air Lines Inc.,4,12869970.0,2022
F9,Frontier Airlines Inc.,1,874753.0,2022
F9,Frontier Airlines Inc.,2,951705.0,2022
F9,Frontier Airlines Inc.,3,891040.0,2022
F9,Frontier Airlines Inc.,4,1018808.0,2022
FX,Federal Express Corporation,1,7940554.0,2022
FX,Federal Express Corporation,2,7387282.0,2022
FX,Federal Express Corporation,3,6426322.0,2022
FX,Federal Express Corporation,4,6661221.0,2022
G4,Allegiant Air,1,1693233.0,2022
G4,Allegiant Air,2,1760150.0,2022
G4,Allegiant Air,3,1620016.0,2022
G4,Allegiant Air,4,1636820.0,2022
G7,GoJet Airlines LLC d/b/a United Express,1,29380.0,2022
G7,GoJet Airlines LLC d/b/a United Express,2,39935.0,2022
G7,GoJet Airlines LLC d/b/a United Express,3,45413.0,2022
G7,GoJet Airlines LLC d/b/a United Express,4,48378.0,2022
GFQ,Gulf And Caribbean Cargo,1,25939.0,2022
GFQ,Gulf And Caribbean Cargo,2,23286.0,2022
GFQ,Gulf And Caribbean Cargo,3,25537.0,2022
GFQ,Gulf And Caribbean Cargo,4,24013.0,2022
HA,Hawaiian Airlines Inc.,1,1897437.0,2022
HA,Hawaiian Airlines Inc.,2,1786065.0,2022
HA,Hawaiian Airlines Inc.,3,1684139.0,2022
HA,Hawaiian Airlines Inc.,4,1640995.0,2022
KAQ,Kalitta Air LLC,1,633931.0,2022
KAQ,Kalitta Air LLC,2,600289.0,2022
KAQ,Kalitta Air LLC,3,617723.0,2022
KAQ,Kalitta Air LLC,4,649820.0,2022
KD,Western Global,1,112118.0,2022
KD,Western Global,2,140462.0,2022
KD,Western Global,3,135836.0,2022
KD,Western Global,4,130445.0,2022
KH,Aloha Air Cargo,1,10570.0,2022
KH,Aloha Air Cargo,2,36229.0,2022
KH,Aloha Air Cargo,3,21240.0,2022
KH,Aloha Air Cargo,4,29133.0,2022
L2,Lynden Air Cargo Airlines,1,21188.0,2022
L2,Lynden Air Cargo Airlines,2,25974.0,2022
L2,Lynden Air Cargo Airlines,3,17288.0,2022
L2,Lynden Air Cargo Airlines,4,19083.0,2022
M6,Amerijet International,1,98115.0,2022
M6,Amerijet International,2,102405.0,2022
M6,Amerijet International,3,95894.0,2022
M6,Amerijet International,4,110597.0,2022
MQ,Envoy Air,1,66452.0,2022
MQ,Envoy Air,2,71469.0,2022
MQ,Envoy Air,3,70864.0,2022
MQ,Envoy Air,4,131175.0,2022
MX,Breeze Aviation Group DBA  Breeze,1,213272.0,2022
MX,Breeze Aviation Group DBA  Breeze,2,178469.0,2022
MX,Breeze Aviation Group DBA  Breeze,3,164207.0,2022
MX,Breeze Aviation Group DBA  Breeze,4,113132.0,2022
N8,National Air Cargo Group Inc d/ba National Airlines,1,59174.0,2022
N8,National Air Cargo Group Inc d/ba National Airlines,2,53287.0,2022
N8,National Air Cargo Group Inc d/ba National Airlines,3,46241.0,2022
N8,National Air Cargo Group Inc d/ba National Airlines,4,45851.0,2022
NC,Northern Air Cargo Inc.,1,39226.0,2022
NC,Northern Air Cargo Inc.,2,29743.0,2022
NC,Northern Air Cargo Inc.,3,21673.0,2022
NC,Northern Air Cargo Inc.,4,31778.0,2022
NK,Spirit Air Lines,1,1829462.0,2022
NK,Spirit Air Lines,2,1761854.0,2022
NK,Spirit Air Lines,3,1550553.0,2022
NK,Spirit Air Lines,4,1993983.0,2022
OH,PSA Airlines Inc.,1,148246.0,2022
OH,PSA Airlines Inc.,2,155283.0,2022
OH,PSA Airlines Inc.,3,151654.0,2022
OH,PSA Airlines Inc.,4,155029.0,2022
OO,SkyWest Airlines Inc.,1,1169535.0,2022
OO,SkyWest Airlines Inc.,2,1311988.0,2022
OO,SkyWest Airlines Inc.,3,1353478.0,2022
OO,SkyWest Airlines Inc.,4,1446487.0,2022
PFQ,Asia Pacific,1,31138.0,2022
PFQ,Asia Pacific,2,28112.0,2022
PFQ,Asia Pacific,3,30794.0,2022
PFQ,Asia Pacific,4,27945.0,2022
PO,Polar Air Cargo Airways,1,174350.0,2022
PO,Polar Air Cargo Airways,2,181841.0,2022
PO,Polar Air Cargo Airways,3,154374.0,2022
PO,Polar Air Cargo Airways,4,147305.0,2022
PT,Piedmont Airlines,1,132306.0,2022
PT,Piedmont Airlines,2,119361.0,2022
PT,Piedmont Airlines,3,117737.0,2022
PT,Piedmont Airlines,4,124644.0,2022
QX,Horizon Air,1,312729.0,2022
QX,Horizon Air,2,313032.0,2022
QX,Horizon Air,3,310099.0,2022
QX,Horizon Air,4,304993.0,2022
SY,Sun Country Airlines d/b/a MN Airlines,1,349243.0,2022
SY,Sun Country Airlines d/b/a MN Airlines,2,363338.0,2022
SY,Sun Country Airlines d/b/a MN Airlines,3,337740.0,2022
SY,Sun Country Airlines d/b/a MN Airlines,4,345490.0,2022
U7,USA Jet Airlines Inc.,1,2255.0,2022
U7,USA Jet Airlines Inc.,2,2211.0,2022
U7,USA Jet Airlines Inc.,3,1501.0,2022
U7,USA Jet Airlines Inc.,4,2481.0,2022
UA,United Air Lines Inc.,1,22612048.0,2022
UA,United Air Lines Inc.,2,24370714.0,2022
UA,United Air Lines Inc.,3,22688637.0,2022
UA,United Air Lines Inc.,4,20057816.0,2022
WI,Sky Lease Cargo,1,40505.0,2022
WI,Sky Lease Cargo,2,23997.0,2022
WI,Sky Lease Cargo,3,17281.0,2022
WI,Sky Lease Cargo,4,15166.0,2022
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,35235.0,2022
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",2,36739.0,2022
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",3,,2022
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",4,,2022
WN,Southwest Airlines Co.,1,18822164.0,2022
WN,Southwest Airlines Co.,2,19396078.0,2022
WN,Southwest Airlines Co.,3,16418155.0,2022
WN,Southwest Airlines Co.,4,14808140.0,2022
X9,Omni Air International LLC,1,495585.0,2022
X9,Omni Air International LLC,2,507631.0,2022
X9,Omni Air International LLC,3,517888.0,2022
X9,Omni Air International LLC,4,524207.0,2022
YV,Mesa Airlines Inc.,1,10530.0,2022
YV,Mesa Airlines Inc.,2,12599.0,2022
YV,Mesa Airlines Inc.,3,8516.0,2022
YV,Mesa Airlines Inc.,4,7143.0,2022
YX,Republic Airline,1,418775.0,2022
YX,Republic Airline,2,391224.0,2022
YX,Republic Airline,3,378028.0,2022
YX,Republic Airline,4,308592.0,2022
ZW,Air Wisconsin Airlines Corp,1,144138.0,2022
ZW,Air Wisconsin Airlines Corp,2,142112.0,2022
ZW,Air Wisconsin Airlines Corp,3,135380.0,2022
ZW,Air Wisconsin Airlines Corp,4,121327.0,2022
All Rows,All Rows (including those not displayed),1,119890414.0,2022
All Rows,All Rows (including those not displayed),2,124582441.0,2022
All Rows,All Rows (including those not displayed),3,113237913.0,2022
All Rows,All Rows (including those not displayed),4,103818828.0,2022
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1,41349.0,2023
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,29342.0,2023
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",3,30457.0,2023
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",4,33177.0,2023
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,-130734.0,2023
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",2,-125450.0,2023
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",3,-131672.0,2023
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",4,-163399.0,2023
1TQ,Rhoades Aviation dba Transair,1,82.0,2023
1TQ,Rhoades Aviation dba Transair,2,,2023
1TQ,Rhoades Aviation dba Transair,3,,2023
1TQ,Rhoades Aviation dba Transair,4,,2023
27Q,"Jet Aviation Flight Services, Inc.",1,86207.0,2023
27Q,"Jet Aviation Flight Services, Inc.",2,81216.0,2023
27Q,"Jet Aviation Flight Services, Inc.",3,104434.0,2023
27Q,"Jet Aviation Flight Services, Inc.",4,99794.0,2023
2PQ,21 Air LLC,1,10554.0,2023
2PQ,21 Air LLC,2,9039.0,2023
2PQ,21 Air LLC,3,11287.0,2023
2PQ,21 Air LLC,4,10882.0,2023
37Q,"Eastern Air Express, LLC (EAX)",1,3315.0,2023
37Q,"Eastern Air Express, LLC (EAX)",2,3557.0,2023
37Q,"Eastern Air Express, LLC (EAX)",3,3199.0,2023
37Q,"Eastern Air Express, LLC (EAX)",4,122.0,2023
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",1,9560.0,2023
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",2,11160.0,2023
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3,12816.0,2023
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",4,13282.0,2023
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",1,13021.0,2023
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",2,389868.0,2023
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3,463944.0,2023
3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",4,538895.0,2023
3M,Silver Airways,1,44234.0,2023
3M,Silver Airways,2,45037.0,2023
3M,Silver Airways,3,47115.0,2023
3M,Silver Airways,4,45424.0,2023
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,33644.0,2023
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,2,35437.0,2023
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3,35904.0,2023
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,4,33337.0,2023
5X,United Parcel Service,1,4588852.0,2023
5X,United Parcel Service,2,22779035.0,2023
5X,United Parcel Service,3,3371963.0,2023
5X,United Parcel Service,4,3236221.0,2023
5Y,Atlas Air Inc.,1,1018800.0,2023
5Y,Atlas Air Inc.,2,1366174.0,2023
5Y,Atlas Air Inc.,3,1672979.0,2023
5Y,Atlas Air Inc.,4,1788050.0,2023
8C,Air Transport International,1,83534.0,2023
8C,Air Transport International,2,41066.0,2023
8C,Air Transport International,3,42735.0,2023
8C,Air Transport International,4,51051.0,2023
9E,Endeavor Air Inc.,1,305523.0,2023
9E,Endeavor Air Inc.,2,398440.0,2023
9E,Endeavor Air Inc.,3,309156.0,2023
9E,Endeavor Air Inc.,4,394797.0,2023
AA,American Airlines Inc.,1,23156040.0,2023
AA,American Airlines Inc.,2,23781172.0,2023
AA,American Airlines Inc.,3,22463528.0,2023
AA,American Airlines Inc.,4,19457273.0,2023
ABX,ABX Air Inc,1,352900.0,2023
ABX,ABX Air Inc,2,353183.0,2023
ABX,ABX Air Inc,3,357391.0,2023
ABX,ABX Air Inc,4,352076.0,2023
AS,Alaska Airlines Inc.,1,9557613.0,2023
AS,Alaska Airlines Inc.,2,9713601.0,2023
AS,Alaska Airlines Inc.,3,9968257.0,2023
AS,Alaska Airlines Inc.,4,9045239.0,2023
B6,JetBlue Airways,1,2098293.0,2023
B6,JetBlue Airways,2,2229699.0,2023
B6,JetBlue Airways,3,1969506.0,2023
B6,JetBlue Airways,4,2159519.0,2023
C5,CommuteAir LLC dba CommuteAir,1,67795.0,2023
C5,CommuteAir LLC dba CommuteAir,2,65043.0,2023
C5,CommuteAir LLC dba CommuteAir,3,63192.0,2023
C5,CommuteAir LLC dba CommuteAir,4,64384.0,2023
DL,Delta Air Lines Inc.,1,13374805.0,2023
DL,Delta Air Lines Inc.,2,12988983.0,2023
DL,Delta Air Lines Inc.,3,12194837.0,2023
DL,Delta Air Lines Inc.,4,10148103.0,2023
F9,Frontier Airlines Inc.,1,1042088.0,2023
F9,Frontier Airlines Inc.,2,1008086.0,2023
F9,Frontier Airlines Inc.,3,935278.0,2023
F9,Frontier Airlines Inc.,4,870966.0,2023
FX,Federal Express Corporation,1,6999717.0,2023
FX,Federal Express Corporation,2,6670897.0,2023
FX,Federal Express Corporation,3,7031940.0,2023
FX,Federal Express Corporation,4,7311406.0,2023
G4,Allegiant Air,1,1735091.0,2023
G4,Allegiant Air,2,1660712.0,2023
G4,Allegiant Air,3,1677538.0,2023
G4,Allegiant Air,4,1021207.0,2023
G7,GoJet Airlines LLC d/b/a United Express,1,51552.0,2023
G7,GoJet Airlines LLC d/b/a United Express,2,52694.0,2023
G7,GoJet Airlines LLC d/b/a United Express,3,53100.0,2023
G7,GoJet Airlines LLC d/b/a United Express,4,48382.0,2023
GCA,"Global Crossing Airlines, Inc.",1,13693.0,2023
GCA,"Global Crossing Airlines, Inc.",2,16620.0,2023
GCA,"Global Crossing Airlines, Inc.",3,27716.0,2023
GCA,"Global Crossing Airlines, Inc.",4,28958.0,2023
GFQ,Gulf And Caribbean Cargo,1,32856.0,2023
GFQ,Gulf And Caribbean Cargo,2,22253.0,2023
GFQ,Gulf And Caribbean Cargo,3,24539.0,2023
GFQ,Gulf And Caribbean Cargo,4,17299.0,2023
HA,Hawaiian Airlines Inc.,1,1582862.0,2023
HA,Hawaiian Airlines Inc.,2,1532694.0,2023
HA,Hawaiian Airlines Inc.,3,1384403.0,2023
HA,Hawaiian Airlines Inc.,4,1157560.0,2023
KAQ,Kalitta Air LLC,1,611898.0,2023
KAQ,Kalitta Air LLC,2,646486.0,2023
KAQ,Kalitta Air LLC,3,625508.0,2023
KAQ,Kalitta Air LLC,4,666481.0,2023
KD,Western Global,1,102152.0,2023
KD,Western Global,2,97250.0,2023
KD,Western Global,3,158849.0,2023
KD,Western Global,4,103848.0,2023
KH,Aloha Air Cargo,1,23996.0,2023
KH,Aloha Air Cargo,2,18782.0,2023
KH,Aloha Air Cargo,3,18889.0,2023
KH,Aloha Air Cargo,4,21195.0,2023
KLQ,Kalitta Charters II,1,20574.0,2023
KLQ,Kalitta Charters II,2,,2023
KLQ,Kalitta Charters II,3,10202.0,2023
KLQ,Kalitta Charters II,4,8866.0,2023
L2,Lynden Air Cargo Airlines,1,12199.0,2023
L2,Lynden Air Cargo Airlines,2,20209.0,2023
L2,Lynden Air Cargo Airlines,3,17821.0,2023
L2,Lynden Air Cargo Airlines,4,19813.0,2023
M6,Amerijet International,1,77926.0,2023
M6,Amerijet International,2,78399.0,2023
M6,Amerijet International,3,69709.0,2023
M6,Amerijet International,4,87972.0,2023
MQ,Envoy Air,1,130921.0,2023
MQ,Envoy Air,2,134177.0,2023
MQ,Envoy Air,3,134896.0,2023
MQ,Envoy Air,4,140283.0,2023
MX,Breeze Aviation Group DBA  Breeze,1,91313.0,2023
MX,Breeze Aviation Group DBA  Breeze,2,63258.0,2023
MX,Breeze Aviation Group DBA  Breeze,3,66087.0,2023
MX,Breeze Aviation Group DBA  Breeze,4,70025.0,2023
N8,National Air Cargo Group Inc d/ba National Airlines,1,39948.0,2023
N8,National Air Cargo Group Inc d/ba National Airlines,2,31115.0,2023
N8,National Air Cargo Group Inc d/ba National Airlines,3,33163.0,2023
N8,National Air Cargo Group Inc d/ba National Airlines,4,59070.0,2023
NC,Northern Air Cargo Inc.,1,28917.0,2023
NC,Northern Air Cargo Inc.,2,28256.0,2023
NC,Northern Air Cargo Inc.,3,34913.0,2023
NC,Northern Air Cargo Inc.,4,31651.0,2023
NK,Spirit Air Lines,1,1918083.0,2023
NK,Spirit Air Lines,2,1772834.0,2023
NK,Spirit Air Lines,3,1449042.0,2023
NK,Spirit Air Lines,4,1512127.0,2023
OH,PSA Airlines Inc.,1,168710.0,2023
OH,PSA Airlines Inc.,2,174588.0,2023
OH,PSA Airlines Inc.,3,166213.0,2023
OH,PSA Airlines Inc.,4,186266.0,2023
OO,SkyWest Airlines Inc.,1,1269670.0,2023
OO,SkyWest Airlines Inc.,2,1197791.0,2023
OO,SkyWest Airlines Inc.,3,1174344.0,2023
OO,SkyWest Airlines Inc.,4,1142602.0,2023
PFQ,Asia Pacific,1,21326.0,2023
PFQ,Asia Pacific,2,18350.0,2023
PFQ,Asia Pacific,3,16099.0,2023
PFQ,Asia Pacific,4,17615.0,2023
PO,Polar Air Cargo Airways,1,121709.0,2023
PO,Polar Air Cargo Airways,2,154782.0,2023
PO,Polar Air Cargo Airways,3,150195.0,2023
PO,Polar Air Cargo Airways,4,139583.0,2023
PT,Piedmont Airlines,1,127299.0,2023
PT,Piedmont Airlines,2,122017.0,2023
PT,Piedmont Airlines,3,121572.0,2023
PT,Piedmont Airlines,4,95799.0,2023
QX,Horizon Air,1,305901.0,2023
QX,Horizon Air,2,305085.0,2023
QX,Horizon Air,3,309673.0,2023
QX,Horizon Air,4,347283.0,2023
SY,Sun Country Airlines d/b/a MN Airlines,1,325993.0,2023
SY,Sun Country Airlines d/b/a MN Airlines,2,302263.0,2023
SY,Sun Country Airlines d/b/a MN Airlines,3,260305.0,2023
SY,Sun Country Airlines d/b/a MN Airlines,4,271351.0,2023
U7,USA Jet Airlines Inc.,1,2454.0,2023
U7,USA Jet Airlines Inc.,2,2616.0,2023
U7,USA Jet Airlines Inc.,3,2984.0,2023
U7,USA Jet Airlines Inc.,4,1388.0,2023
UA,United Air Lines Inc.,1,21585854.0,2023
UA,United Air Lines Inc.,2,23305876.0,2023
UA,United Air Lines Inc.,3,21912064.0,2023
UA,United Air Lines Inc.,4,18486521.0,2023
WI,Sky Lease Cargo,1,15438.0,2023
WI,Sky Lease Cargo,2,16329.0,2023
WI,Sky Lease Cargo,3,15630.0,2023
WI,Sky Lease Cargo,4,15448.0,2023
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,27391.0,2023
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",2,44606.0,2023
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",3,46563.0,2023
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",4,67667.0,2023
WN,Southwest Airlines Co.,1,14274199.0,2023
WN,Southwest Airlines Co.,2,14660883.0,2023
WN,Southwest Airlines Co.,3,14630524.0,2023
WN,Southwest Airlines Co.,4,13954555.0,2023
X9,Omni Air International LLC,1,522283.0,2023
X9,Omni Air International LLC,2,569335.0,2023
X9,Omni Air International LLC,3,587073.0,2023
X9,Omni Air International LLC,4,593377.0,2023
XP,TEM Enterprises dba  Avelo Airlines,1,60346.0,2023
XP,TEM Enterprises dba  Avelo Airlines,2,49709.0,2023
XP,TEM Enterprises dba  Avelo Airlines,3,41580.0,2023
XP,TEM Enterprises dba  Avelo Airlines,4,40182.0,2023
YV,Mesa Airlines Inc.,1,16438.0,2023
YV,Mesa Airlines Inc.,2,100479.0,2023
YV,Mesa Airlines Inc.,3,75122.0,2023
YV,Mesa Airlines Inc.,4,100187.0,2023
YX,Republic Airline,1,309143.0,2023
YX,Republic Airline,2,340625.0,2023
YX,Republic Airline,3,468404.0,2023
YX,Republic Airline,4,447144.0,2023
ZW,Air Wisconsin Airlines Corp,1,163927.0,2023
ZW,Air Wisconsin Airlines Corp,2,146523.0,2023
ZW,Air Wisconsin Airlines Corp,3,135756.0,2023
ZW,Air Wisconsin Airlines Corp,4,,2023
All Rows,All Rows (including those not displayed),1,108549251.0,2023
All Rows,All Rows (including those not displayed),2,129562182.0,2023
All Rows,All Rows (including those not displayed),3,106858723.0,2023
All Rows,All Rows (including those not displayed),4,96392303.0,2023
